Source Name	Comment [ENA_SAMPLE]	Comment [BioSD_SAMPLE]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Characteristics[organism part]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics [cell type]	Characteristics [genotype]	Characteristics [single cell quality]	Characteristics [submitted single cell quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[single cell isolation]	Comment[input molecule]	Comment[library construction]	Comment[end bias]	Comment[primer]	Comment[spike in]	Comment[spike in dilution]	Comment [UMI barcode]	Comment[LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Protocol REF	Protocol REF	Assay Name	Comment[technical replicate group]	Technology Type	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue[single cell identifier]	FactorValue [cell type]
GSM2669650 1	SRS2286763	SAMN07245063	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_729-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669650 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1812	P-GSE100058-5	P-GSE100058-6	GSM2669650	not applicable	sequencing assay	SRX2920905	NextSeq 550 (Drosophila melanogaster)	SRR5686119_2.fastq.gz	SRR5686119	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/009/SRR5686119/SRR5686119_2.fastq.gz	N289Barcode_729-502	olfactory projection neuron
GSM2669650 1	SRS2286763	SAMN07245063	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_729-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669650 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1813	P-GSE100058-5	P-GSE100058-6	GSM2669650	not applicable	sequencing assay	SRX2920905	NextSeq 550 (Drosophila melanogaster)	SRR5686119_1.fastq.gz	SRR5686119	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/009/SRR5686119/SRR5686119_1.fastq.gz	N289Barcode_729-502	olfactory projection neuron
GSM2669649 1	SRS2286765	SAMN07245064	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_728-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669649 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1814	P-GSE100058-5	P-GSE100058-6	GSM2669649	not applicable	sequencing assay	SRX2920904	NextSeq 550 (Drosophila melanogaster)	SRR5686118_2.fastq.gz	SRR5686118	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/008/SRR5686118/SRR5686118_2.fastq.gz	N289Barcode_728-502	olfactory projection neuron
GSM2669649 1	SRS2286765	SAMN07245064	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_728-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669649 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1815	P-GSE100058-5	P-GSE100058-6	GSM2669649	not applicable	sequencing assay	SRX2920904	NextSeq 550 (Drosophila melanogaster)	SRR5686118_1.fastq.gz	SRR5686118	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/008/SRR5686118/SRR5686118_1.fastq.gz	N289Barcode_728-502	olfactory projection neuron
GSM2669648 1	SRS2286761	SAMN07245065	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_727-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669648 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1816	P-GSE100058-5	P-GSE100058-6	GSM2669648	not applicable	sequencing assay	SRX2920903	NextSeq 550 (Drosophila melanogaster)	SRR5686117_2.fastq.gz	SRR5686117	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/007/SRR5686117/SRR5686117_2.fastq.gz	N289Barcode_727-502	olfactory projection neuron
GSM2669648 1	SRS2286761	SAMN07245065	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_727-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669648 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1817	P-GSE100058-5	P-GSE100058-6	GSM2669648	not applicable	sequencing assay	SRX2920903	NextSeq 550 (Drosophila melanogaster)	SRR5686117_1.fastq.gz	SRR5686117	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/007/SRR5686117/SRR5686117_1.fastq.gz	N289Barcode_727-502	olfactory projection neuron
GSM2669647 1	SRS2286762	SAMN07245066	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_726-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669647 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1818	P-GSE100058-5	P-GSE100058-6	GSM2669647	not applicable	sequencing assay	SRX2920902	NextSeq 550 (Drosophila melanogaster)	SRR5686116_2.fastq.gz	SRR5686116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/006/SRR5686116/SRR5686116_2.fastq.gz	N289Barcode_726-502	olfactory projection neuron
GSM2669647 1	SRS2286762	SAMN07245066	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_726-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669647 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1819	P-GSE100058-5	P-GSE100058-6	GSM2669647	not applicable	sequencing assay	SRX2920902	NextSeq 550 (Drosophila melanogaster)	SRR5686116_1.fastq.gz	SRR5686116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/006/SRR5686116/SRR5686116_1.fastq.gz	N289Barcode_726-502	olfactory projection neuron
GSM2669646 1	SRS2286760	SAMN07245067	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_724-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669646 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1820	P-GSE100058-5	P-GSE100058-6	GSM2669646	not applicable	sequencing assay	SRX2920901	NextSeq 550 (Drosophila melanogaster)	SRR5686115_2.fastq.gz	SRR5686115	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/005/SRR5686115/SRR5686115_2.fastq.gz	N289Barcode_724-502	olfactory projection neuron
GSM2669646 1	SRS2286760	SAMN07245067	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_724-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669646 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1821	P-GSE100058-5	P-GSE100058-6	GSM2669646	not applicable	sequencing assay	SRX2920901	NextSeq 550 (Drosophila melanogaster)	SRR5686115_1.fastq.gz	SRR5686115	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/005/SRR5686115/SRR5686115_1.fastq.gz	N289Barcode_724-502	olfactory projection neuron
GSM2669645 1	SRS2286759	SAMN07245068	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_723-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669645 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1822	P-GSE100058-5	P-GSE100058-6	GSM2669645	not applicable	sequencing assay	SRX2920900	NextSeq 550 (Drosophila melanogaster)	SRR5686114_2.fastq.gz	SRR5686114	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/004/SRR5686114/SRR5686114_2.fastq.gz	N289Barcode_723-502	olfactory projection neuron
GSM2669645 1	SRS2286759	SAMN07245068	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_723-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669645 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1823	P-GSE100058-5	P-GSE100058-6	GSM2669645	not applicable	sequencing assay	SRX2920900	NextSeq 550 (Drosophila melanogaster)	SRR5686114_1.fastq.gz	SRR5686114	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/004/SRR5686114/SRR5686114_1.fastq.gz	N289Barcode_723-502	olfactory projection neuron
GSM2669644 1	SRS2286756	SAMN07245069	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_722-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669644 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1824	P-GSE100058-5	P-GSE100058-6	GSM2669644	not applicable	sequencing assay	SRX2920899	NextSeq 550 (Drosophila melanogaster)	SRR5686113_2.fastq.gz	SRR5686113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5686113/SRR5686113_2.fastq.gz	N289Barcode_722-502	olfactory projection neuron
GSM2669644 1	SRS2286756	SAMN07245069	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_722-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669644 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1825	P-GSE100058-5	P-GSE100058-6	GSM2669644	not applicable	sequencing assay	SRX2920899	NextSeq 550 (Drosophila melanogaster)	SRR5686113_1.fastq.gz	SRR5686113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5686113/SRR5686113_1.fastq.gz	N289Barcode_722-502	olfactory projection neuron
GSM2669643 1	SRS2286758	SAMN07245070	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_721-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669643 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1826	P-GSE100058-5	P-GSE100058-6	GSM2669643	not applicable	sequencing assay	SRX2920898	NextSeq 550 (Drosophila melanogaster)	SRR5686112_2.fastq.gz	SRR5686112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5686112/SRR5686112_2.fastq.gz	N289Barcode_721-502	olfactory projection neuron
GSM2669643 1	SRS2286758	SAMN07245070	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_721-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669643 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1827	P-GSE100058-5	P-GSE100058-6	GSM2669643	not applicable	sequencing assay	SRX2920898	NextSeq 550 (Drosophila melanogaster)	SRR5686112_1.fastq.gz	SRR5686112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5686112/SRR5686112_1.fastq.gz	N289Barcode_721-502	olfactory projection neuron
GSM2669642 1	SRS2286755	SAMN07245071	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_720-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669642 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1828	P-GSE100058-5	P-GSE100058-6	GSM2669642	not applicable	sequencing assay	SRX2920897	NextSeq 550 (Drosophila melanogaster)	SRR5686111_2.fastq.gz	SRR5686111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5686111/SRR5686111_2.fastq.gz	N289Barcode_720-502	olfactory projection neuron
GSM2669642 1	SRS2286755	SAMN07245071	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_720-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669642 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1829	P-GSE100058-5	P-GSE100058-6	GSM2669642	not applicable	sequencing assay	SRX2920897	NextSeq 550 (Drosophila melanogaster)	SRR5686111_1.fastq.gz	SRR5686111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5686111/SRR5686111_1.fastq.gz	N289Barcode_720-502	olfactory projection neuron
GSM2669641 1	SRS2286757	SAMN07245072	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_719-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669641 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1830	P-GSE100058-5	P-GSE100058-6	GSM2669641	not applicable	sequencing assay	SRX2920896	NextSeq 550 (Drosophila melanogaster)	SRR5686110_2.fastq.gz	SRR5686110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5686110/SRR5686110_2.fastq.gz	N289Barcode_719-502	olfactory projection neuron
GSM2669641 1	SRS2286757	SAMN07245072	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N289Barcode_719-502]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2669641 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1831	P-GSE100058-5	P-GSE100058-6	GSM2669641	not applicable	sequencing assay	SRX2920896	NextSeq 550 (Drosophila melanogaster)	SRR5686110_1.fastq.gz	SRR5686110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5686110/SRR5686110_1.fastq.gz	N289Barcode_719-502	olfactory projection neuron
GSM2668956 1	SRS2286071	SAMN07245074	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-716-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668956 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2860	P-GSE100058-5	P-GSE100058-6	GSM2668956	not applicable	sequencing assay	SRX2920211	NextSeq 550 (Drosophila melanogaster)	SRR5685425_2.fastq.gz	SRR5685425	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/005/SRR5685425/SRR5685425_2.fastq.gz	IL7051-716-503	olfactory projection neuron
GSM2668956 1	SRS2286071	SAMN07245074	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-716-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668956 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2861	P-GSE100058-5	P-GSE100058-6	GSM2668956	not applicable	sequencing assay	SRX2920211	NextSeq 550 (Drosophila melanogaster)	SRR5685425_1.fastq.gz	SRR5685425	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/005/SRR5685425/SRR5685425_1.fastq.gz	IL7051-716-503	olfactory projection neuron
GSM2668955 1	SRS2286070	SAMN07245078	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-715-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668955 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2862	P-GSE100058-5	P-GSE100058-6	GSM2668955	not applicable	sequencing assay	SRX2920210	NextSeq 550 (Drosophila melanogaster)	SRR5685424_2.fastq.gz	SRR5685424	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/004/SRR5685424/SRR5685424_2.fastq.gz	IL7051-715-503	olfactory projection neuron
GSM2668955 1	SRS2286070	SAMN07245078	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-715-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668955 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2863	P-GSE100058-5	P-GSE100058-6	GSM2668955	not applicable	sequencing assay	SRX2920210	NextSeq 550 (Drosophila melanogaster)	SRR5685424_1.fastq.gz	SRR5685424	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/004/SRR5685424/SRR5685424_1.fastq.gz	IL7051-715-503	olfactory projection neuron
GSM2668954 1	SRS2286069	SAMN07245079	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-714-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668954 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2864	P-GSE100058-5	P-GSE100058-6	GSM2668954	not applicable	sequencing assay	SRX2920209	NextSeq 550 (Drosophila melanogaster)	SRR5685423_2.fastq.gz	SRR5685423	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5685423/SRR5685423_2.fastq.gz	IL7051-714-503	olfactory projection neuron
GSM2668954 1	SRS2286069	SAMN07245079	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-714-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668954 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2865	P-GSE100058-5	P-GSE100058-6	GSM2668954	not applicable	sequencing assay	SRX2920209	NextSeq 550 (Drosophila melanogaster)	SRR5685423_1.fastq.gz	SRR5685423	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5685423/SRR5685423_1.fastq.gz	IL7051-714-503	olfactory projection neuron
GSM2668953 1	SRS2286067	SAMN07245080	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-712-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668953 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2866	P-GSE100058-5	P-GSE100058-6	GSM2668953	not applicable	sequencing assay	SRX2920208	NextSeq 550 (Drosophila melanogaster)	SRR5685422_2.fastq.gz	SRR5685422	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5685422/SRR5685422_2.fastq.gz	IL7051-712-503	olfactory projection neuron
GSM2668953 1	SRS2286067	SAMN07245080	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-712-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668953 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2867	P-GSE100058-5	P-GSE100058-6	GSM2668953	not applicable	sequencing assay	SRX2920208	NextSeq 550 (Drosophila melanogaster)	SRR5685422_1.fastq.gz	SRR5685422	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5685422/SRR5685422_1.fastq.gz	IL7051-712-503	olfactory projection neuron
GSM2668952 1	SRS2286068	SAMN07245081	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-711-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668952 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2868	P-GSE100058-5	P-GSE100058-6	GSM2668952	not applicable	sequencing assay	SRX2920207	NextSeq 550 (Drosophila melanogaster)	SRR5685421_2.fastq.gz	SRR5685421	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5685421/SRR5685421_2.fastq.gz	IL7051-711-503	olfactory projection neuron
GSM2668952 1	SRS2286068	SAMN07245081	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-711-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668952 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2869	P-GSE100058-5	P-GSE100058-6	GSM2668952	not applicable	sequencing assay	SRX2920207	NextSeq 550 (Drosophila melanogaster)	SRR5685421_1.fastq.gz	SRR5685421	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5685421/SRR5685421_1.fastq.gz	IL7051-711-503	olfactory projection neuron
GSM2668951 1	SRS2286066	SAMN07245082	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [IL7051-710-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2668951 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 2870	P-GSE100058-5	P-GSE100058-6	GSM2668951	not applicable	sequencing assay	SRX2920206	NextSeq 550 (Drosophila melanogaster)	SRR5685420_2.fastq.gz	SRR5685420	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5685420/SRR5685420_2.fastq.gz	IL7051-710-503	olfactory projection neuron
